# STEP2-VERIFY-N6-20260829 - validacao dos blobs STAGED contra a ORIGEM
# sha_esperado: 292 vem do MIRROR-MANIFEST (sha do DRIVE), 1 do zip externo, 5 de A0/B2
# sha_blob_index: git cat-file blob :<caminho> | sha256sum
# bytes: tamanho do blob no index, nao do arquivo em disco
caminho	bytes	sha_esperado	sha_blob_index	modo	ok
_mirror/CTS-HASHES-EXT4-LENOVO-20260813.txt	1375	d4bb1bef7e3b0fc8ed1000589d5264e8bfc9a17f42c7c503c085a686dfbb7bce	d4bb1bef7e3b0fc8ed1000589d5264e8bfc9a17f42c7c503c085a686dfbb7bce	100644	OK
_mirror/EXTRACTORS-HASHES-EXT4-LENOVO-20260813.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	100644	OK
_mirror/compiler-s3-v0.1.1/FREEZE-RECORD-s3-v0.1.1.yaml	5846	c43422b606a55f7bd33dc8da1f8ac684fce2d4c478943012e957a8c78cbe965c	c43422b606a55f7bd33dc8da1f8ac684fce2d4c478943012e957a8c78cbe965c	100644	OK
_mirror/compiler-s3-v0.1.1/canary/CANARY-FAILCLOSED-RESULT.json	3706	21825c41a5feec900bfe6cd52f63fa96eb0a11ea7ef2c4c3be40bfba83f100ca	21825c41a5feec900bfe6cd52f63fa96eb0a11ea7ef2c4c3be40bfba83f100ca	100644	OK
_mirror/compiler-s3-v0.1.1/canary/CANARY-FAILCLOSED-bot04-20260815.json	6217	1a1b0761a9b886e63edf320c7f6dabbccd6fe489d7f91ea2a494d935312bec8f	1a1b0761a9b886e63edf320c7f6dabbccd6fe489d7f91ea2a494d935312bec8f	100644	OK
_mirror/compiler-s3-v0.1.1/canary/CANARY-STATIC-RESULT.json	3177	1ebeb2f9f4a887bde1eeef4807652861ec343bfb1810a82d4df6fa29104683d6	1ebeb2f9f4a887bde1eeef4807652861ec343bfb1810a82d4df6fa29104683d6	100644	OK
_mirror/compiler-s3-v0.1.1/canary/derived-runtime-policy.yaml	3662	2f42f8645d14fa1a579dfa926388ff07c559ce70cb2316a4f20ca1f22375a8f0	2f42f8645d14fa1a579dfa926388ff07c559ce70cb2316a4f20ca1f22375a8f0	100644	OK
_mirror/compiler-s3-v0.1.1/canary/run_canary.py	9611	0c49e71125521e4fd287640b0963eb836e41ca7f1a082fd17eea84c8bcc4a095	0c49e71125521e4fd287640b0963eb836e41ca7f1a082fd17eea84c8bcc4a095	100644	OK
_mirror/compiler-s3-v0.1.1/canary/run_failclosed_canary.py	7954	f88ca1113329ebbfeab6fafdf0bc85fb1eb570e44d7e3342ec328d0d73d71e66	f88ca1113329ebbfeab6fafdf0bc85fb1eb570e44d7e3342ec328d0d73d71e66	100644	OK
_mirror/compiler-s3-v0.1.1/canary/run_failclosed_canary_v0.1.1-bot04.py	14142	8332bf1e8a1e57e3b2ed68b54bb1ee378b0b7daf3eb3faf749bd32a1bb7946d3	8332bf1e8a1e57e3b2ed68b54bb1ee378b0b7daf3eb3faf749bd32a1bb7946d3	100644	OK
_mirror/compiler-s3-v0.1.1/ctss/__init__.py	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	100644	OK
_mirror/compiler-s3-v0.1.1/ctss/assemble.py	3484	2980f80dd14d0df9128bedecdd149ced3e4d6b18e60ff7df292437dc36ef2b06	2980f80dd14d0df9128bedecdd149ced3e4d6b18e60ff7df292437dc36ef2b06	100644	OK
_mirror/compiler-s3-v0.1.1/ctss/classify.py	2355	22947f0cbdb1e64836c8e9a5c0a6d08f6e807faf7adc96ffb3d91520fd65d87c	22947f0cbdb1e64836c8e9a5c0a6d08f6e807faf7adc96ffb3d91520fd65d87c	100644	OK
_mirror/compiler-s3-v0.1.1/ctss/emit.py	5293	7f670226ffdaeca3f5899df7d5a86e53fb11b335d74c7dae8c4fe74e342f58b7	7f670226ffdaeca3f5899df7d5a86e53fb11b335d74c7dae8c4fe74e342f58b7	100644	OK
